author_id,total_comments,unique_videos,concentration,avg_likes,zero_like_ratio,max_burst,avg_length,unique_content_ratio,self_similarity,has_ad_keywords,url_ratio,night_ratio,interval_std,is_bot
UCCOxys1nzgObhY-YagIZo2g,1,1,1.0,22.0,0.0,1,13.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCP4hCt-CNlVgwil3AG5T7Q,1,1,1.0,5.0,0.0,1,22.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCP55cTLkfSK_7Ac1BBJAAg,2,2,1.0,7.5,0.0,1,26.5,1.0,0.078295549151557,0,0.0,0.0,0.0,0
UCCPMAql7Vb4VIJ6IrHzpjLg,1,1,1.0,0.0,1.0,1,12.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCPOl752Uo0JaD30uAFzBuQ,1,1,1.0,3.0,0.0,1,16.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCPQB5b0vyzLL97elUnr0xQ,1,1,1.0,0.0,1.0,1,10.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCPd-QNyVrrlZ9U7ziiD_Hw,1,1,1.0,0.0,1.0,1,16.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCPpt6NRzrG6UhWARNV9S6Q,3,2,1.5,0.0,1.0,2,19.0,1.0,0.0255665212258701,0,0.0,0.0,84226.31713425442,0
UCCPx5SmPKE7QxC5lMZgRZvA,1,1,1.0,0.0,1.0,1,23.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCQTZBDpLmQk4HFXuubPRMw,1,1,1.0,2.0,0.0,1,44.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCQYm4dTu6pDS2u-AxEBOpw,4,1,4.0,4.75,0.0,4,13.5,1.0,0.0521932680745165,0,0.0,0.0,49.702447961175245,1
UCCQgKSLSQCL5NSMOc68OO2w,1,1,1.0,3.0,0.0,1,23.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCQscqa5miI-pU6ik38KkYw,2,1,2.0,0.5,0.5,1,42.0,1.0,0.1137835445747594,0,0.0,0.0,0.0,0
UCCQwkMAulADOPU2eF6D4Mdw,1,1,1.0,2.0,0.0,1,15.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCR3clx8Nb6nw7W2UmYmQ4Q,1,1,1.0,14.0,0.0,1,19.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCR4jm7clqUt6pwBgvPTYCw,1,1,1.0,2.0,0.0,1,68.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCR4r0so8FQ6SQ7JYSZ9jCw,1,1,1.0,0.0,1.0,1,16.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCR9nIWtqzypvYrlRSlzjJQ,1,1,1.0,1.0,0.0,1,85.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCRB21_46Iey7jH-p8J3vQw,1,1,1.0,0.0,1.0,1,342.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCRGifY7kJMZdWH2j1N25yw,1,1,1.0,1.0,0.0,1,52.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCRPJuS1BXW6QhrHE9yAC5g,1,1,1.0,0.0,1.0,1,92.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCR_teTJgcWTAbNDi5bEdpQ,2,2,1.0,0.5,0.5,1,23.5,1.0,0.0624344688863792,0,0.0,0.0,0.0,0
UCCRlA_aP21kZDRUtVbJA-FA,1,1,1.0,0.0,1.0,1,17.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCRmydXnunVb4H9Y5Hm-K0A,1,1,1.0,48.0,0.0,1,8.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCS3BXpu6uN47ZjuITL9_xw,2,1,2.0,0.0,1.0,2,26.5,1.0,0.0982680823979611,0,0.0,1.0,0.0,0
UCCSV0w0JsdgPeyrDSXF9d4Q,8,6,1.3333333333333333,2.875,0.625,2,27.25,1.0,0.0448713561033464,0,0.0,0.125,63054.042326140094,0
UCCSpEEo75y0IwlWYZf-7Hfg,2,1,2.0,1.5,0.5,2,101.5,1.0,0.0,0,0.0,0.0,0.0,0
UCCSzvxq51Jl6hWBGZNB4hNw,2,2,1.0,0.0,1.0,1,26.0,1.0,0.4688921338800614,0,0.0,0.5,0.0,0
UCCTCfyjnUMe3AAVrrUi4twg,1,1,1.0,2.0,0.0,1,53.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCTEJK350airU0-Z53tr8Hw,4,4,1.0,0.25,0.75,1,41.75,1.0,0.0540622253910684,0,0.0,0.0,155644.38813633253,0
UCCTEznUPQtb3OPTUCh-OAgw,1,1,1.0,1.0,0.0,1,7.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCTLvvcIYjilfNgqirgVedw,1,1,1.0,0.0,1.0,1,11.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCTV_hQJ6AHqma73FiJc09A,2,2,1.0,0.0,1.0,2,14.0,1.0,0.037507927835451,0,0.0,1.0,0.0,0
UCCTXOBzKjesSO_nVajW0pZw,1,1,1.0,0.0,1.0,1,26.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCTbgucpW-0FeNzk1YsSk3w,1,1,1.0,1.0,0.0,1,148.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCTpL16a8BMPUeuR_nG_jkg,2,1,2.0,1.0,0.0,2,29.5,1.0,0.1116488879815312,0,0.0,0.0,0.0,0
UCCTtifCadb4qrWEfXkSdHdw,1,1,1.0,0.0,1.0,1,48.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCUQzsg9fP-lH30gzxZ10hw,1,1,1.0,5.0,0.0,1,12.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCUXRFwTMLSWkz-35nuGzzA,1,1,1.0,0.0,1.0,1,17.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCUcU6_0qP4EhPX1yhEonuw,3,1,3.0,0.0,1.0,3,25.33333333333333,1.0,0.0758670345943986,0,0.0,0.0,16.97056274847714,0
UCCUjUXE4l8VH2k05CGOrelA,1,0,0.0,3.0,0.0,1,38.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCV-lG6OUgOSDGellS8Cw5w,1,1,1.0,0.0,1.0,1,19.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCVANKBg-QdPdqQFUOo2pGA,1,1,1.0,1.0,0.0,1,60.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCVCF7Bpyoy0MQ5TEBeGBdw,2,1,2.0,0.5,0.5,2,18.5,1.0,0.0,0,0.0,0.0,0.0,0
UCCVPMJ84YAmPn9LbaP4z0jA,1,1,1.0,0.0,1.0,1,10.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCVTU-LoTpH7pZOKZdgImzA,1,1,1.0,3.0,0.0,1,3.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCVbb-HT6mi3MxaVeBzu5pg,1,1,1.0,0.0,1.0,1,24.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCVcmIaU7lv_J8CvgpZ1d4A,1,1,1.0,0.0,1.0,1,27.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCVf9BhGBiXjyPF5mLCjyhw,2,1,2.0,0.5,0.5,2,27.0,1.0,0.0193891525996232,0,0.0,1.0,0.0,0
UCCVrUtnJQe304UoElDizYEQ,1,1,1.0,0.0,1.0,1,2.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCWMbHdOq_-B10Znmfr-Dsw,6,4,1.5,1.0,0.5,4,41.333333333333336,0.8333333333333334,0.1881683782473076,0,0.0,0.3333333333333333,35289.305799349466,0
UCCWQMFFw4an4PuOoqI5-71Q,2,2,1.0,7.5,0.5,1,18.0,1.0,0.0388814319237401,0,0.0,0.5,0.0,0
UCCWR_5fknoFNMRn7-MA3keQ,3,2,1.5,0.6666666666666666,0.3333333333333333,2,39.0,1.0,0.0657795294562951,0,0.0,0.0,28866.927235159616,0
UCCWSjU0KQJajmeH3ggQSmEw,1,1,1.0,1.0,0.0,1,21.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCXAvA2CdpG3AOyY0E7l0GQ,1,1,1.0,2.0,0.0,1,14.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCXJC-aQ9t3upFijdw1y9RA,1,1,1.0,3.0,0.0,1,19.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCXRrrazrHL04m82olWHjRw,1,1,1.0,14.0,0.0,1,32.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCXZExgCKMQadIvKLUkCmEw,1,1,1.0,0.0,1.0,1,32.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCXloPgAwZawfjUqOXBGq0Q,1,1,1.0,0.0,1.0,1,20.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCXtyjU9aBUpUf2WCEW3oYA,7,1,7.0,26.571428571428573,0.7142857142857143,2,45.71428571428572,1.0,0.0945586151371138,0,0.0,0.2857142857142857,22924.88444827294,1
UCCYHAlp-whSzJoQM_uVv2sw,1,1,1.0,6.0,0.0,1,12.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCYZ0DJ-RHBPgoh2LdMKTzA,1,1,1.0,2.0,0.0,1,30.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCY_422unSoh8w0Jzb_3fGw,6,3,2.0,44.66666666666666,0.5,1,34.0,1.0,0.0422781093962729,0,0.0,0.3333333333333333,96176.635865994,0
UCCYdmtTkNFQ45F2e63cn6iA,1,1,1.0,0.0,1.0,1,20.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCZCinuPQ9By0nX2GJiuTIA,1,0,0.0,10.0,0.0,1,84.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCZUlZqZxVh08f7BQAFHYrQ,1,1,1.0,4.0,0.0,1,13.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCZ_3L6hyqAp6iVhsEZyyBw,2,1,2.0,0.5,0.5,2,6.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCZaFrsV-M9UBtFWa0rVYhg,1,1,1.0,0.0,1.0,1,32.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCZpYHwK-T1H26QgMB3F6tA,1,1,1.0,0.0,1.0,1,33.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCZsOxpMiyqPaOJtdmUqJUw,1,1,1.0,16.0,0.0,1,16.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCZv3SNJ-Dw4SmyuMAPCetw,1,1,1.0,0.0,1.0,1,24.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCZzpQv1h9F0ux0FmVWLvzA,1,1,1.0,0.0,1.0,1,15.0,1.0,0.0,0,0.0,0.0,0.0,0
UCC_QRwgTwIQ3RoDyKvcM4WA,1,1,1.0,0.0,1.0,1,27.0,1.0,0.0,0,0.0,1.0,0.0,0
UCC_r78YmjkpI11AqCuxL7jw,1,0,0.0,3.0,0.0,1,80.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCa7IPk1jPJzIl5yv6t2Qag,1,1,1.0,0.0,1.0,1,30.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCa8MZIrImoIlgVVCR6mZZw,1,1,1.0,6.0,0.0,1,23.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCa8Y4xMQK_Z8zrigB4LAxA,1,1,1.0,0.0,1.0,1,17.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCaUqP-_XHkhyplO4-Jx2mg,1,1,1.0,0.0,1.0,1,16.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCapJj-SpkrbRxl883_wJqQ,1,1,1.0,0.0,1.0,1,31.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCarB1ch8rUiwB_K3utQOSQ,1,1,1.0,1.0,0.0,1,20.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCazcCFBzqjlj_LSk7OHycw,1,1,1.0,1.0,0.0,1,10.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCb5j8uXM8zRenQRYkdrPew,1,1,1.0,4.0,0.0,1,50.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCb78L4zuZuVCHvwaVexjZQ,1,1,1.0,0.0,1.0,1,15.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCbRuUKPETqwt_17wXmgXwA,3,1,3.0,1.0,0.0,2,26.666666666666668,1.0,0.2953351525257975,0,0.0,1.0,6.363961030678928,0
UCCbUIT95SkllTthav7-8hPg,1,1,1.0,1.0,0.0,1,48.0,1.0,0.0,1,0.0,1.0,0.0,0
UCCbU_yk2IMVjHCWWB0_LouQ,4,0,0.0,1.75,0.25,1,24.0,1.0,0.0484589884031949,0,0.0,0.0,145336.01765907858,0
UCCbctDzCPVmmWiZpD0wvjAw,1,1,1.0,0.0,1.0,1,25.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCc0jp8-rlEeKD4FiNXc2MA,12,9,1.3333333333333333,0.25,0.75,4,16.5,1.0,0.0395912532054252,0,0.0,0.6666666666666666,37347.09542338783,0
UCCc2DDo_QVT6pvmhI2bJGAA,1,1,1.0,1.0,0.0,1,49.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCc8tIQ2SPQ5263ei1IQbig,3,0,0.0,2.0,0.3333333333333333,2,46.333333333333336,1.0,0.0758508574477316,0,0.0,0.0,5873.93603131665,0
UCCc9Mjeoxs9Z8ZI4DW-YEDA,1,1,1.0,4.0,0.0,1,90.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCcCwdW3tnjsdrqAS1-b7iQ,2,1,2.0,1.0,0.0,2,21.5,1.0,0.1719887429778111,0,0.0,0.0,0.0,0
UCCcLECml0ZXe_qSoofE5KPA,1,1,1.0,5.0,0.0,1,7.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCcWiZNhUNifB2F_M75np1w,1,1,1.0,8.0,0.0,1,11.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCcgQpMlVG600dFcEMpFSwg,1,1,1.0,0.0,1.0,1,14.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCczQ_us5Ne5PKnIzLwH9YA,1,1,1.0,0.0,1.0,1,7.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCd2jAOP7anDHRVXVCDWjfw,1,1,1.0,0.0,1.0,1,8.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCd3gAYSdCRQjCe4itmGbWw,1,1,1.0,2.0,0.0,1,14.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCdH7k1N_58rTAaPlQMSUig,1,1,1.0,0.0,1.0,1,11.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCdPJElqp1gpUb3QExkMlag,1,1,1.0,0.0,1.0,1,9.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCdPUJmpvD0lTxY05lKpn2Q,6,5,1.2,0.5,0.8333333333333334,2,14.333333333333334,1.0,0.0871740117766659,0,0.0,0.1666666666666666,42812.90450670218,0
UCCdmGDfoZ5S2gmnKbL8hOug,1,1,1.0,11.0,0.0,1,10.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCe8vqLribSqlOFoc5V1oMg,1,1,1.0,0.0,1.0,1,12.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCeEyKdi4BC_LA5HTCZpJEw,1,1,1.0,1.0,0.0,1,37.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCeO-7YjebU1sNs_44WH1RA,1,1,1.0,17.0,0.0,1,19.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCeYd5V6PiuBUQwMDCNWR0Q,1,1,1.0,10.0,0.0,1,9.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCeeynYOYVIQsILOvKMtifQ,2,1,2.0,0.0,1.0,1,21.5,1.0,0.0613508783710707,0,0.0,0.0,0.0,0
UCCehSN2jiZyYu43h2xssd5Q,1,1,1.0,0.0,1.0,1,17.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCet8jwUIZnfvLEkok3bHww,1,1,1.0,2.0,0.0,1,11.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCetfwXQ-J8pTLS8Fhnm5Vw,1,1,1.0,2.0,0.0,1,155.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCeyt692c3iRlB5ZbdVIIzA,2,1,2.0,0.0,1.0,1,22.0,1.0,0.0607594624325693,0,0.0,0.0,0.0,0
UCCf4JkK4xrIrV6tifHMUJMQ,1,1,1.0,0.0,1.0,1,25.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCf8kEDu0ftzB5bgobbeyWg,9,8,1.125,0.3333333333333333,0.6666666666666666,2,11.555555555555555,0.8888888888888888,0.0526333371956701,1,0.0,0.5555555555555556,34014.54430093103,0
UCCfBk70N9VnB6pWTNm-uy7A,3,1,3.0,1.0,0.0,2,204.3333333333333,1.0,0.261994194410019,0,0.0,0.0,1148.3414126469531,0
UCCfCmpf3JxlSS8vrvqQHZHA,2,2,1.0,13.5,0.0,1,9.5,1.0,0.6717167768628544,0,0.0,1.0,0.0,0
UCCfFA9hFIOxcTMkKQAm07Kg,1,1,1.0,0.0,1.0,1,11.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCfFocTt1NgDRLL2qBYNAlw,1,1,1.0,1.0,0.0,1,30.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCfNWrSMWhHZKRqbWndSpBQ,1,0,0.0,0.0,1.0,1,18.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCfle5KanMGBV4SA4OISvvg,2,1,2.0,18.0,0.5,1,67.0,1.0,0.0076145268513375,0,0.0,0.5,0.0,0
UCCfpuUcI2XZXzOv-ZeaYdpg,1,1,1.0,0.0,1.0,1,3.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCfrnBmDNRCCtkIES7sifcg,6,2,3.0,3.0,0.0,3,27.166666666666668,1.0,0.0908438197237999,0,0.0,0.5,72154.36997507497,0
UCCg1awRnXZ5kvX3kszqJlaA,1,1,1.0,1.0,0.0,1,148.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCg6TilL0vQbrnchDQWlwUw,1,1,1.0,0.0,1.0,1,8.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCgKtsZ-WV01zaQND7Ej4WQ,1,1,1.0,1.0,0.0,1,13.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCgRS7NI02xQ5QiKlKOp7Kg,1,1,1.0,3.0,0.0,1,35.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCgX7FHAAy0J1uoO9qG1oKw,1,1,1.0,1.0,0.0,1,33.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCgo_qge9Uu16_DeAUA73JQ,1,1,1.0,3.0,0.0,1,6.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCgqFjyzsYBeHD5RTXrq90w,1,1,1.0,0.0,1.0,1,14.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCh6N-oRIuOPwolhvOT0Qxg,4,3,1.3333333333333333,0.0,1.0,2,34.75,1.0,0.0348398073699382,0,0.0,0.0,221869.7186646554,0
UCChDk5DxU_nImX3GiPE6lbQ,1,1,1.0,2.0,0.0,1,6.0,1.0,0.0,0,0.0,0.0,0.0,0
UCChGzcJPuv2OAk9eztXO2sA,1,1,1.0,0.0,1.0,1,20.0,1.0,0.0,0,0.0,1.0,0.0,0
UCChI5PNJpwEvBtqpWSERiZQ,1,1,1.0,2.0,0.0,1,26.0,1.0,0.0,0,0.0,1.0,0.0,0
UCChPCmpKaBaPXS-Z-MurjCA,1,1,1.0,0.0,1.0,1,53.0,1.0,0.0,0,0.0,0.0,0.0,0
UCChYuWQPT3YcbO4y_O5okKQ,1,1,1.0,0.0,1.0,1,36.0,1.0,0.0,0,0.0,0.0,0.0,0
UCChZIaZDsIkpsyGgBMxbjZw,1,1,1.0,0.0,1.0,1,32.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCh_csrXdgnxvp2V-QteAgw,1,1,1.0,0.0,1.0,1,4.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCi0HHh5Cm8qnegLxYF4-hw,1,1,1.0,1.0,0.0,1,34.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCi5XnKYqIRP6MIRnAIETZQ,2,1,2.0,0.0,1.0,2,104.0,0.5,0.9999999999999928,0,0.0,0.0,0.0,0
UCCi8lQhgCDo2Cbytl8mrblg,1,1,1.0,0.0,1.0,1,21.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCiLryu2NjwE5kTjl-p9amQ,3,2,1.5,1.0,0.6666666666666666,1,15.666666666666666,1.0,0.0111920892159326,0,0.0,0.0,132062.09088152435,0
UCCiPppYtejPlaBHM92OvZDA,3,2,1.5,1.6666666666666667,0.0,2,121.66666666666669,1.0,0.2105443334464642,0,0.0,0.0,129855.91772422234,0
UCCiQkc-LGMKgjwfRFgG6TQA,2,2,1.0,2.5,0.5,1,13.0,1.0,0.0,0,0.0,0.5,0.0,0
UCCj--c2EjwCQMHr-zyKGBIA,1,1,1.0,0.0,1.0,1,46.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCjKFt6paOeMf0P5z_9FBpw,1,1,1.0,0.0,1.0,1,1.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCjLFmPEPepVZ3Gyrl2kFnQ,1,1,1.0,0.0,1.0,1,17.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCjhytyWPX3e8MI4P2OdHqg,1,1,1.0,0.0,1.0,1,13.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCjnxscS2_uS4MVBV8LVdew,1,1,1.0,0.0,1.0,1,18.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCkNe151gbjG9rnayW11b4g,1,1,1.0,1.0,0.0,1,24.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCkPTWrry8iTBUowvyXj7DQ,5,5,1.0,5.0,0.8,1,12.2,1.0,0.0455433620503025,0,0.0,0.0,119247.19293551524,0
UCCkUEMZg4M3Ax4Jvg89-slg,1,1,1.0,220.0,0.0,1,17.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCl3G1T8s6G_4mpb-20P7aA,1,1,1.0,0.0,1.0,1,26.0,1.0,0.0,0,0.0,0.0,0.0,0
UCClN031TKzkUSFvnJ1Us_tw,1,1,1.0,2.0,0.0,1,79.0,1.0,0.0,0,0.0,0.0,0.0,0
UCClVWqSDciO6QcV6sfZ5NQw,1,1,1.0,4.0,0.0,1,6.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCl_ecOhJyecvQrp6d_n91A,1,1,1.0,0.0,1.0,1,86.0,1.0,0.0,0,0.0,0.0,0.0,0
UCClho4W3SRRdqiRGPcOsL8Q,2,2,1.0,2.0,0.0,1,9.0,0.5,1.0,0,0.0,0.0,0.0,0
UCCltUSdUZuq9ZG6VUMFIcrw,1,1,1.0,73.0,0.0,1,36.0,1.0,0.0,0,0.0,0.0,0.0,0
UCClufW-Yt_JmoajY-Bh0XXA,1,1,1.0,0.0,1.0,1,9.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCmFBrV3p9Vw7J0lECkWw3g,1,1,1.0,2.0,0.0,1,12.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCmGfuOFCEpVCI7tmoyCE5A,1,1,1.0,0.0,1.0,1,9.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCmJj6NBEuejHwspF3MvNMQ,1,1,1.0,1.0,0.0,1,29.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCmZyn5SVZZRIxX94HXq5Qg,1,1,1.0,0.0,1.0,1,20.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCmgTHYbTRP3_jrdluaLx3w,2,1,2.0,9.5,0.0,1,21.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCmnF_daNdCvjXZy4ZlDlKg,1,1,1.0,0.0,1.0,1,4.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCmvg-FgtQ0E55AJXD1C2ZA,1,1,1.0,0.0,1.0,1,169.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCnDUYFpnPsenFhFEcD-hQQ,1,1,1.0,0.0,1.0,1,35.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCnDoLYFS776iwADfYT8syQ,1,1,1.0,0.0,1.0,1,8.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCnK8t5jOw0pMEjwy69eePA,1,1,1.0,0.0,1.0,1,12.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCnUn16eLilKeE0wlIfDfCA,1,1,1.0,19.0,0.0,1,34.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCnniYhGgAlJ6etOcn4L2sg,1,1,1.0,67.0,0.0,1,10.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCnpWnfxkHwSq10ngD-yCtg,1,1,1.0,0.0,1.0,1,30.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCnutU4RbZ7xUXmfe_nMTTA,2,1,2.0,0.0,1.0,2,16.0,1.0,0.0449308742571398,0,0.0,0.0,0.0,0
UCCoHpGm5Zq-NHEEJrnPGMWQ,2,2,1.0,0.0,1.0,1,12.0,1.0,0.0,0,0.0,0.5,0.0,0
UCCoNNrKM-7RdRrDPNuBZIPA,1,0,0.0,13.0,0.0,1,4.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCoZzjpdqO6z_DbewesBtaw,1,1,1.0,1.0,0.0,1,52.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCoeuyMkWS-um-pfkuSE9ug,1,1,1.0,0.0,1.0,1,9.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCot6K5Lnu83FmlFygGKUjQ,2,2,1.0,0.5,0.5,1,12.0,1.0,0.0,0,0.0,0.5,0.0,0
UCCowvWHKo5Nnx4Mp7DRhiuA,1,1,1.0,1.0,0.0,1,6.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCpCzTtOggqujTAgquGyOwA,2,2,1.0,16.5,0.0,1,52.0,1.0,0.074192634834998,0,0.0,0.5,0.0,0
UCCpEnAYPdas59c9hu9xJCUw,1,1,1.0,0.0,1.0,1,2.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCpQFfJ6GQPqLP2dsaTRnjQ,1,1,1.0,3.0,0.0,1,35.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCpRhiJLnbWbj9-sdz0WP4A,1,1,1.0,1.0,0.0,1,4.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCpgqNfOV6Re0nbIB-X7kaA,2,2,1.0,4.0,0.0,1,26.5,1.0,0.0184321204324338,0,0.0,0.5,0.0,0
UCCpt72-0hKCagtSjW-tAMIw,1,1,1.0,4.0,0.0,1,9.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCptfnpxVySuZvEEYUcWxFQ,2,2,1.0,0.0,1.0,1,20.0,1.0,0.0206619480373892,0,0.0,0.5,0.0,0
UCCq05avcfdH1sK4G3Nx3vOw,4,1,4.0,0.0,1.0,4,311.75,1.0,0.2066355235200897,0,0.0,0.0,2.0816659994661326,1
UCCq0QQYuXHeJBTrKvbP3OVA,1,1,1.0,0.0,1.0,1,8.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCq3VshmyUZ2OMhumwLIaQQ,1,1,1.0,0.0,1.0,1,15.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCqF6LDz48UALfEA_uZ7BCA,1,1,1.0,3.0,0.0,1,66.0,1.0,0.0,0,0.0,1.0,0.0,0
UCCqJ8BkiSn-9HupzxJfTS3Q,1,1,1.0,0.0,1.0,1,3.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCqjGO_CSkj6Mk7ow0eDPhA,1,1,1.0,18.0,0.0,1,22.0,1.0,0.0,0,0.0,0.0,0.0,0
UCCqls8YVFz1Ih7KXZbM38Xg,1,1,1.0,0.0,1.0,1,18.0,1.0,0.0,0,0.0,0.0,0.0,0
